[2023-08-16 22:00:29][__main__.py][L41][INFO]dataset:
  name: fc_bnt
  batch_size: 16
  train_set: 0.9
  test_set: 0.1
  fc_path: /mnt/ssd1/mehul_data/research/fc_bnt_data.npy
  node_sz: 200
  node_feature_sz: 200
  num_classes: 2
  perc_edges: 100
  node: fc
model:
  name: GraphSAGE
  num_layers: 2
  hidden_size: 64
  dropout: 0.5
  readout: mean
  edge_percentage: 0.1
optimizer:
- name: Adam
  lr: 0.0001
  match_rule: None
  except_rule: None
  no_weight_decay: false
  weight_decay: 0.0001
  lr_scheduler:
    mode: poly
    base_lr: 0.0001
    target_lr: 1.0e-05
    decay_factor: 0.1
    milestones:
    - 0.3
    - 0.6
    - 0.9
    poly_power: 2.0
    lr_decay: 0.98
    warm_up_from: 0.0
    warm_up_steps: 0
training:
  name: Train
  epochs: 100
  l2: 0.0
log_path: result
repeat_time: 2
device: cuda:0
is_wandb: true
project: asd-graph
[2023-08-16 22:00:29][__init__.py][L15][INFO]cfg.dataset.name: fc_bnt
GraphSAGE(
  (convs): ModuleList(
    (0): SAGEConv(200, 64, aggr=mean)
    (1): SAGEConv(64, 64, aggr=mean)
  )
  (readout_lin): Linear(in_features=12800, out_features=64, bias=True)
  (lin): Linear(in_features=64, out_features=1, bias=True)
)
[2023-08-16 22:00:31][optimizer.py][L66][INFO]Parameters [normal] length [10]
[2023-08-16 22:00:31][__init__.py][L25][INFO]Training: Train
[2023-08-16 22:00:32][Train.py][L35][INFO]#model params: 853249
Starting training...
[2023-08-16 22:00:33][Train.py][L163][INFO]Epoch[1/100] | Train Loss: 0.685 | Train Accuracy: 56.388% | Test Loss: 0.724 | Test Accuracy: 50.495% | Test AUC:0.5934 | Test Sen:1.0000 | Test Spe:0.0385 | Test F1:0.5050 | Test Recall:0.5050 | Test Precision:0.5050 | Best Test Accuracy: 50.495% | Best Test AUC:0.5934 | Best Test Sensitivity:1.0000 | Best Test Specificity:0.0385 | LR:0.0000982
[2023-08-16 22:00:34][Train.py][L163][INFO]Epoch[2/100] | Train Loss: 0.642 | Train Accuracy: 63.436% | Test Loss: 0.669 | Test Accuracy: 63.366% | Test AUC:0.6291 | Test Sen:0.4082 | Test Spe:0.8462 | Test F1:0.6337 | Test Recall:0.6337 | Test Precision:0.6337 | Best Test Accuracy: 63.366% | Best Test AUC:0.6291 | Best Test Sensitivity:0.4082 | Best Test Specificity:0.8462 | LR:0.0000964
[2023-08-16 22:00:34][Train.py][L163][INFO]Epoch[3/100] | Train Loss: 0.584 | Train Accuracy: 70.374% | Test Loss: 0.688 | Test Accuracy: 57.426% | Test AUC:0.6554 | Test Sen:0.2449 | Test Spe:0.8846 | Test F1:0.5743 | Test Recall:0.5743 | Test Precision:0.5743 | Best Test Accuracy: 63.366% | Best Test AUC:0.6291 | Best Test Sensitivity:0.4082 | Best Test Specificity:0.8462 | LR:0.0000947
[2023-08-16 22:00:35][Train.py][L163][INFO]Epoch[4/100] | Train Loss: 0.563 | Train Accuracy: 72.687% | Test Loss: 0.664 | Test Accuracy: 60.396% | Test AUC:0.6660 | Test Sen:0.6939 | Test Spe:0.5192 | Test F1:0.6040 | Test Recall:0.6040 | Test Precision:0.6040 | Best Test Accuracy: 63.366% | Best Test AUC:0.6291 | Best Test Sensitivity:0.4082 | Best Test Specificity:0.8462 | LR:0.0000929
[2023-08-16 22:00:36][Train.py][L163][INFO]Epoch[5/100] | Train Loss: 0.523 | Train Accuracy: 75.661% | Test Loss: 0.648 | Test Accuracy: 68.317% | Test AUC:0.6931 | Test Sen:0.4898 | Test Spe:0.8654 | Test F1:0.6832 | Test Recall:0.6832 | Test Precision:0.6832 | Best Test Accuracy: 68.317% | Best Test AUC:0.6931 | Best Test Sensitivity:0.4898 | Best Test Specificity:0.8654 | LR:0.0000912
[2023-08-16 22:00:37][Train.py][L163][INFO]Epoch[6/100] | Train Loss: 0.523 | Train Accuracy: 74.670% | Test Loss: 0.624 | Test Accuracy: 66.337% | Test AUC:0.7096 | Test Sen:0.5102 | Test Spe:0.8077 | Test F1:0.6634 | Test Recall:0.6634 | Test Precision:0.6634 | Best Test Accuracy: 68.317% | Best Test AUC:0.6931 | Best Test Sensitivity:0.4898 | Best Test Specificity:0.8654 | LR:0.0000895
[2023-08-16 22:00:39][Train.py][L163][INFO]Epoch[7/100] | Train Loss: 0.466 | Train Accuracy: 79.075% | Test Loss: 0.616 | Test Accuracy: 65.347% | Test AUC:0.7237 | Test Sen:0.5306 | Test Spe:0.7692 | Test F1:0.6535 | Test Recall:0.6535 | Test Precision:0.6535 | Best Test Accuracy: 68.317% | Best Test AUC:0.6931 | Best Test Sensitivity:0.4898 | Best Test Specificity:0.8654 | LR:0.0000878
[2023-08-16 22:00:40][Train.py][L163][INFO]Epoch[8/100] | Train Loss: 0.439 | Train Accuracy: 80.286% | Test Loss: 0.626 | Test Accuracy: 63.366% | Test AUC:0.7296 | Test Sen:0.7143 | Test Spe:0.5577 | Test F1:0.6337 | Test Recall:0.6337 | Test Precision:0.6337 | Best Test Accuracy: 68.317% | Best Test AUC:0.6931 | Best Test Sensitivity:0.4898 | Best Test Specificity:0.8654 | LR:0.0000862
[2023-08-16 22:00:41][Train.py][L163][INFO]Epoch[9/100] | Train Loss: 0.400 | Train Accuracy: 83.040% | Test Loss: 0.631 | Test Accuracy: 66.337% | Test AUC:0.7245 | Test Sen:0.7143 | Test Spe:0.6154 | Test F1:0.6634 | Test Recall:0.6634 | Test Precision:0.6634 | Best Test Accuracy: 68.317% | Best Test AUC:0.6931 | Best Test Sensitivity:0.4898 | Best Test Specificity:0.8654 | LR:0.0000845
[2023-08-16 22:00:42][Train.py][L163][INFO]Epoch[10/100] | Train Loss: 0.377 | Train Accuracy: 84.692% | Test Loss: 0.791 | Test Accuracy: 60.396% | Test AUC:0.7182 | Test Sen:0.9184 | Test Spe:0.3077 | Test F1:0.6040 | Test Recall:0.6040 | Test Precision:0.6040 | Best Test Accuracy: 68.317% | Best Test AUC:0.6931 | Best Test Sensitivity:0.4898 | Best Test Specificity:0.8654 | LR:0.0000829
[2023-08-16 22:00:44][Train.py][L163][INFO]Epoch[11/100] | Train Loss: 0.353 | Train Accuracy: 85.903% | Test Loss: 0.618 | Test Accuracy: 66.337% | Test AUC:0.7418 | Test Sen:0.5918 | Test Spe:0.7308 | Test F1:0.6634 | Test Recall:0.6634 | Test Precision:0.6634 | Best Test Accuracy: 68.317% | Best Test AUC:0.6931 | Best Test Sensitivity:0.4898 | Best Test Specificity:0.8654 | LR:0.0000813
